ch,energy,intensity
1,0.0463,0
2,0.0893,0
3,0.1324,0
4,0.1754,0
5,0.2185,0
6,0.2615,0
7,0.3046,0
8,0.3476,0
9,0.3907,0
10,0.4338,0
11,0.4768,0
12,0.5199,0
13,0.5629,0
14,0.606,0
15,0.649,0
16,0.6921,0
17,0.7351,0
18,0.7782,0
19,0.8213,0
20,0.8643,0
21,0.9074,0
22,0.9504,0
23,0.9935,0
24,1.0365,0
25,1.0796,0
26,1.1227,0
27,1.1657,0
28,1.2088,0
29,1.2518,0
30,1.2949,0
31,1.3379,0
32,1.381,0
33,1.424,0
34,1.4671,0
35,1.5102,0
36,1.5532,0
37,1.5963,0
38,1.6393,1
39,1.6824,5
40,1.7254,14
41,1.7685,6
42,1.8115,15
43,1.8546,12
44,1.8977,15
45,1.9407,13
46,1.9838,14
47,2.0268,18
48,2.0699,12
49,2.1129,17
50,2.156,7
51,2.1991,7
52,2.2421,8
53,2.2852,20
54,2.3282,14
55,2.3713,13
56,2.4143,14
57,2.4574,25
58,2.5004,9
59,2.5435,15
60,2.5866,15
61,2.6296,10
62,2.6727,14
63,2.7157,12
64,2.7588,19
65,2.8018,16
66,2.8449,15
67,2.8879,21
68,2.931,14
69,2.9741,16
70,3.0171,20
71,3.0602,13
72,3.1032,16
73,3.1463,21
74,3.1893,8
75,3.2324,12
76,3.2755,24
77,3.3185,13
78,3.3616,18
79,3.4046,17
80,3.4477,20
81,3.4907,18
82,3.5338,18
83,3.5768,10
84,3.6199,18
85,3.663,12
86,3.706,21
87,3.7491,18
88,3.7921,17
89,3.8352,21
90,3.8782,14
91,3.9213,18
92,3.9643,22
93,4.0074,19
94,4.0505,18
95,4.0935,13
96,4.1366,23
97,4.1796,11
98,4.2227,18
99,4.2657,15
100,4.3088,15
101,4.3519,16
102,4.3949,15
103,4.438,15
104,4.481,17
105,4.5241,22
106,4.5671,19
107,4.6102,16
108,4.6532,20
109,4.6963,21
110,4.7394,14
111,4.7824,13
112,4.8255,10
113,4.8685,21
114,4.9116,14
115,4.9546,15
116,4.9977,17
117,5.0407,15
118,5.0838,16
119,5.1269,14
120,5.1699,27
121,5.213,18
122,5.256,11
123,5.2991,15
124,5.3421,20
125,5.3852,12
126,5.4283,14
127,5.4713,17
128,5.5144,18
129,5.5574,16
130,5.6005,15
131,5.6435,13
132,5.6866,14
133,5.7296,12
134,5.7727,9
135,5.8158,16
136,5.8588,17
137,5.9019,15
138,5.9449,8
139,5.988,17
140,6.031,17
141,6.0741,14
142,6.1171,15
143,6.1602,16
144,6.2033,16
145,6.2463,11
146,6.2894,10
147,6.3324,16
148,6.3755,20
149,6.4185,10
150,6.4616,9
151,6.5047,7
152,6.5477,17
153,6.5908,18
154,6.6338,18
155,6.6769,14
156,6.7199,15
157,6.763,17
158,6.806,11
159,6.8491,15
160,6.8922,14
161,6.9352,8
162,6.9783,10
163,7.0213,19
164,7.0644,11
165,7.1074,9
166,7.1505,11
167,7.1935,24
168,7.2366,17
169,7.2797,17
170,7.3227,10
171,7.3658,23
172,7.4088,10
173,7.4519,28
174,7.4949,20
175,7.538,17
176,7.5811,13
177,7.6241,16
178,7.6672,8
179,7.7102,21
180,7.7533,18
181,7.7963,17
182,7.8394,15
183,7.8824,12
184,7.9255,15
185,7.9686,10
186,8.0116,16
187,8.0547,5
188,8.0977,21
189,8.1408,13
