ch,energy,intensity
1,0.0463,0
2,0.0893,0
3,0.1324,0
4,0.1754,0
5,0.2185,0
6,0.2615,0
7,0.3046,0
8,0.3476,0
9,0.3907,0
10,0.4338,0
11,0.4768,0
12,0.5199,0
13,0.5629,0
14,0.606,0
15,0.649,0
16,0.6921,0
17,0.7351,0
18,0.7782,0
19,0.8213,0
20,0.8643,0
21,0.9074,0
22,0.9504,0
23,0.9935,0
24,1.0365,0
25,1.0796,0
26,1.1227,0
27,1.1657,0
28,1.2088,0
29,1.2518,0
30,1.2949,0
31,1.3379,0
32,1.381,0
33,1.424,0
34,1.4671,0
35,1.5102,0
36,1.5532,1
37,1.5963,1
38,1.6393,4
39,1.6824,4
40,1.7254,10
41,1.7685,10
42,1.8115,7
43,1.8546,11
44,1.8977,15
45,1.9407,13
46,1.9838,16
47,2.0268,14
48,2.0699,16
49,2.1129,11
50,2.156,10
51,2.1991,14
52,2.2421,22
53,2.2852,10
54,2.3282,26
55,2.3713,21
56,2.4143,17
57,2.4574,14
58,2.5004,18
59,2.5435,12
60,2.5866,16
61,2.6296,11
62,2.6727,18
63,2.7157,4
64,2.7588,14
65,2.8018,18
66,2.8449,16
67,2.8879,19
68,2.931,20
69,2.9741,12
70,3.0171,16
71,3.0602,18
72,3.1032,13
73,3.1463,19
74,3.1893,21
75,3.2324,19
76,3.2755,21
77,3.3185,13
78,3.3616,21
79,3.4046,22
80,3.4477,12
81,3.4907,14
82,3.5338,15
83,3.5768,17
84,3.6199,8
85,3.663,16
86,3.706,20
87,3.7491,16
88,3.7921,13
89,3.8352,17
90,3.8782,20
91,3.9213,25
92,3.9643,18
93,4.0074,24
94,4.0505,21
95,4.0935,17
96,4.1366,19
97,4.1796,19
98,4.2227,30
99,4.2657,16
100,4.3088,23
101,4.3519,7
102,4.3949,17
103,4.438,24
104,4.481,17
105,4.5241,21
106,4.5671,21
107,4.6102,16
108,4.6532,11
109,4.6963,17
110,4.7394,19
111,4.7824,17
112,4.8255,9
113,4.8685,17
114,4.9116,7
115,4.9546,18
116,4.9977,17
117,5.0407,12
118,5.0838,24
119,5.1269,22
120,5.1699,34
121,5.213,27
122,5.256,17
123,5.2991,14
124,5.3421,16
125,5.3852,27
126,5.4283,17
127,5.4713,23
128,5.5144,16
129,5.5574,21
130,5.6005,23
131,5.6435,14
132,5.6866,7
133,5.7296,19
134,5.7727,13
135,5.8158,14
136,5.8588,13
137,5.9019,13
138,5.9449,13
139,5.988,28
140,6.031,16
141,6.0741,10
142,6.1171,15
143,6.1602,14
144,6.2033,15
145,6.2463,22
146,6.2894,14
147,6.3324,16
148,6.3755,16
149,6.4185,15
150,6.4616,20
151,6.5047,9
152,6.5477,11
153,6.5908,20
154,6.6338,20
155,6.6769,23
156,6.7199,23
157,6.763,13
158,6.806,20
159,6.8491,27
160,6.8922,14
161,6.9352,13
162,6.9783,19
163,7.0213,14
164,7.0644,14
165,7.1074,16
166,7.1505,12
167,7.1935,18
168,7.2366,20
169,7.2797,13
170,7.3227,15
171,7.3658,13
172,7.4088,16
173,7.4519,10
174,7.4949,12
175,7.538,21
176,7.5811,11
177,7.6241,13
178,7.6672,21
179,7.7102,19
180,7.7533,19
181,7.7963,15
182,7.8394,18
183,7.8824,19
184,7.9255,16
185,7.9686,15
186,8.0116,13
187,8.0547,15
188,8.0977,10
189,8.1408,15
