ch,energy,intensity
1,0.0463,0
2,0.0893,0
3,0.1324,0
4,0.1754,0
5,0.2185,0
6,0.2615,0
7,0.3046,0
8,0.3476,0
9,0.3907,0
10,0.4338,0
11,0.4768,0
12,0.5199,0
13,0.5629,0
14,0.606,0
15,0.649,0
16,0.6921,0
17,0.7351,0
18,0.7782,0
19,0.8213,0
20,0.8643,0
21,0.9074,0
22,0.9504,0
23,0.9935,0
24,1.0365,0
25,1.0796,0
26,1.1227,0
27,1.1657,0
28,1.2088,0
29,1.2518,0
30,1.2949,0
31,1.3379,0
32,1.381,0
33,1.424,0
34,1.4671,0
35,1.5102,0
36,1.5532,0
37,1.5963,2
38,1.6393,11
39,1.6824,11
40,1.7254,10
41,1.7685,20
42,1.8115,18
43,1.8546,18
44,1.8977,10
45,1.9407,17
46,1.9838,16
47,2.0268,11
48,2.0699,16
49,2.1129,15
50,2.156,9
51,2.1991,21
52,2.2421,14
53,2.2852,19
54,2.3282,18
55,2.3713,20
56,2.4143,15
57,2.4574,17
58,2.5004,19
59,2.5435,17
60,2.5866,12
61,2.6296,18
62,2.6727,18
63,2.7157,13
64,2.7588,16
65,2.8018,16
66,2.8449,20
67,2.8879,13
68,2.931,16
69,2.9741,19
70,3.0171,10
71,3.0602,14
72,3.1032,18
73,3.1463,20
74,3.1893,14
75,3.2324,19
76,3.2755,16
77,3.3185,25
78,3.3616,17
79,3.4046,14
80,3.4477,19
81,3.4907,19
82,3.5338,13
83,3.5768,15
84,3.6199,16
85,3.663,15
86,3.706,22
87,3.7491,17
88,3.7921,18
89,3.8352,17
90,3.8782,22
91,3.9213,17
92,3.9643,22
93,4.0074,14
94,4.0505,20
95,4.0935,16
96,4.1366,14
97,4.1796,17
98,4.2227,15
99,4.2657,14
100,4.3088,19
101,4.3519,17
102,4.3949,16
103,4.438,12
104,4.481,19
105,4.5241,21
106,4.5671,19
107,4.6102,17
108,4.6532,14
109,4.6963,19
110,4.7394,15
111,4.7824,21
112,4.8255,10
113,4.8685,11
114,4.9116,28
115,4.9546,14
116,4.9977,23
117,5.0407,7
118,5.0838,19
119,5.1269,21
120,5.1699,19
121,5.213,14
122,5.256,18
123,5.2991,18
124,5.3421,14
125,5.3852,19
126,5.4283,16
127,5.4713,19
128,5.5144,14
129,5.5574,16
130,5.6005,15
131,5.6435,15
132,5.6866,14
133,5.7296,18
134,5.7727,16
135,5.8158,15
136,5.8588,7
137,5.9019,9
138,5.9449,13
139,5.988,17
140,6.031,13
141,6.0741,18
142,6.1171,17
143,6.1602,14
144,6.2033,20
145,6.2463,15
146,6.2894,16
147,6.3324,17
148,6.3755,15
149,6.4185,11
150,6.4616,18
151,6.5047,10
152,6.5477,13
153,6.5908,16
154,6.6338,16
155,6.6769,16
156,6.7199,13
157,6.763,13
158,6.806,13
159,6.8491,13
160,6.8922,22
161,6.9352,11
162,6.9783,13
163,7.0213,18
164,7.0644,19
165,7.1074,18
166,7.1505,18
167,7.1935,15
168,7.2366,13
169,7.2797,18
170,7.3227,20
171,7.3658,17
172,7.4088,12
173,7.4519,16
174,7.4949,8
175,7.538,14
176,7.5811,16
177,7.6241,14
178,7.6672,21
179,7.7102,13
180,7.7533,13
181,7.7963,24
182,7.8394,15
183,7.8824,16
184,7.9255,13
185,7.9686,22
186,8.0116,13
187,8.0547,21
188,8.0977,18
189,8.1408,24
