index,filename,time,temperature_K,pressure_GPa,press_load_ton,measurement_mode,live_time_sec,dead_time_pct,2theta_deg,heating_conditions,remark
265,seq_0263,2022-07-31 15:03:14,300.15,3.96,39.57,Separate,56.94,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
266,seq_0264,2022-07-31 15:04:13,300.15,3.88,38.84,Separate,57.39,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
267,seq_0265,2022-07-31 15:05:14,300.15,3.81,38.07,Separate,56.9,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
268,seq_0266,2022-07-31 15:06:13,300.15,3.73,37.34,Separate,57.47,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
269,seq_0267,2022-07-31 15:07:14,300.15,3.66,36.57,Separate,57.07,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
270,seq_0268,2022-07-31 15:08:14,300.15,3.58,35.82,Separate,56.97,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
271,seq_0269,2022-07-31 15:09:14,300.15,3.51,35.07,Separate,57.23,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
272,seq_0270,2022-07-31 15:10:14,300.15,3.43,34.32,Separate,56.88,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
273,seq_0271,2022-07-31 15:11:13,300.15,3.36,33.59,Separate,57.41,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
274,seq_0272,2022-07-31 15:12:14,300.15,3.28,32.82,Separate,56.9,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
275,seq_0273,2022-07-31 15:13:13,300.15,3.21,32.09,Separate,57.11,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
276,seq_0274,2022-07-31 15:14:13,300.15,3.13,31.34,Separate,57.18,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
277,seq_0275,2022-07-31 15:15:13,300.15,3.06,30.59,Separate,57.33,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
278,seq_0276,2022-07-31 15:16:14,300.15,2.98,29.82,Separate,56.99,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
279,seq_0277,2022-07-31 15:17:13,300.15,2.91,29.09,Separate,57.27,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
280,seq_0278,2022-07-31 15:18:14,300.15,2.83,28.32,Separate,57.03,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
281,seq_0279,2022-07-31 15:19:13,300.15,2.76,27.59,Separate,57.36,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
282,seq_0280,2022-07-31 15:20:14,300.15,2.68,26.82,Separate,56.88,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
283,seq_0281,2022-07-31 15:21:14,300.15,2.61,26.07,Separate,57.14,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
284,seq_0282,2022-07-31 15:22:14,300.15,2.53,25.33,Separate,56.93,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
285,seq_0283,2022-07-31 15:23:13,300.15,2.46,24.59,Separate,57.18,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
286,seq_0284,2022-07-31 15:24:14,300.15,2.38,23.83,Separate,57.4,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
287,seq_0285,2022-07-31 15:25:14,300.15,2.31,23.08,Separate,56.87,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
288,seq_0286,2022-07-31 15:26:14,300.15,2.23,22.33,Separate,57.09,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
289,seq_0287,2022-07-31 15:27:14,300.15,2.16,21.58,Separate,57.37,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
290,seq_0288,2022-07-31 15:28:14,300.15,2.08,20.83,Separate,56.88,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
291,seq_0289,2022-07-31 15:29:14,300.15,2.01,20.08,Separate,57.2,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
292,seq_0290,2022-07-31 15:30:14,300.15,1.93,19.33,Separate,57.36,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
293,seq_0291,2022-07-31 15:31:14,300.15,1.86,18.58,Separate,57.02,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
294,seq_0292,2022-07-31 15:32:14,300.15,1.78,17.83,Separate,57.11,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
295,seq_0293,2022-07-31 15:33:14,300.15,1.71,17.08,Separate,56.98,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
296,seq_0294,2022-07-31 15:34:14,300.15,1.63,16.33,Separate,56.8,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
297,seq_0295,2022-07-31 15:35:13,300.15,1.56,15.59,Separate,57.11,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
298,seq_0296,2022-07-31 15:36:13,300.15,1.48,14.84,Separate,57.3,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
299,seq_0297,2022-07-31 15:37:14,300.15,1.41,14.08,Separate,56.95,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
300,seq_0298,2022-07-31 15:38:14,300.15,1.33,13.33,Separate,57.41,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
301,seq_0299,2022-07-31 15:39:14,300.15,1.26,12.58,Separate,56.92,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
302,seq_0300,2022-07-31 15:40:14,300.15,1.18,11.83,Separate,57.01,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
303,seq_0301,2022-07-31 15:41:14,300.15,1.11,11.08,Separate,57.32,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
304,seq_0302,2022-07-31 15:42:14,300.15,1.03,10.33,Separate,57.16,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
305,seq_0303,2022-07-31 15:43:14,300.15,0.96,9.58,Separate,56.97,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
306,seq_0304,2022-07-31 15:44:14,300.15,0.88,8.83,Separate,57.37,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
307,seq_0305,2022-07-31 15:45:14,300.15,0.81,8.08,Separate,57.26,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
308,seq_0306,2022-07-31 15:46:14,300.15,0.73,7.33,Separate,56.91,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
309,seq_0307,2022-07-31 15:47:14,300.15,0.66,6.58,Separate,57.35,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
310,seq_0308,2022-07-31 15:48:14,300.15,0.58,5.83,Separate,57.21,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
311,seq_0309,2022-07-31 15:49:14,300.15,0.51,5.08,Separate,56.94,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
312,seq_0310,2022-07-31 15:50:14,300.15,0.43,4.33,Separate,57.3,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
313,seq_0311,2022-07-31 15:51:14,300.15,0.36,3.58,Separate,56.96,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
314,seq_0312,2022-07-31 15:52:13,300.15,0.28,2.84,Separate,57.13,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
315,seq_0313,2022-07-31 15:53:14,300.15,0.21,2.08,Separate,57.25,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
316,seq_0314,2022-07-31 15:54:14,300.15,0.13,1.33,Separate,56.94,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
317,seq_0315,2022-07-31 15:55:14,300.15,0.06,0.58,Separate,57.33,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
318,seq_0316,2022-07-31 15:56:14,300.15,0.0,0.0,Separate,57.03,10.53,6.0,V(V)=0.00 C(A)=0.00 P(W)=0.00 R(OHM)=0.000,
